"pair","carrier","dist","pass","port1","port2","carrier_name"
"LAX-SMF","OO",373,311327,"LAX","SMF","Skywest"
"BOS-SFO","B6",2704,310899,"BOS","SFO","Jetblue"
"DFW-FAT","AA",1313,310662,"DFW","FAT","American"
"OGG-SEA","AS",2640,310614,"OGG","SEA","Alaska"
"BOS-TPA","B6",1185,310372,"BOS","TPA","Jetblue"
"FLL-PHL","NK",992,310275,"FLL","PHL","Spirit"
"IAH-LAS","NK",1222,310036,"IAH","LAS","Spirit"
"HOU-SAT","WN",192,309918,"HOU","SAT","Southwest"
"DEN-FLL","UA",1703,309708,"DEN","FLL","United"
"PSP-SEA","AS",987,309686,"PSP","SEA","Alaska"
"DFW-HNL","AA",3784,309527,"DFW","HNL","American"
"LAX-RNO","OO",391,309061,"LAX","RNO","Skywest"
"DEN-SJC","WN",948,308650,"DEN","SJC","Southwest"
"PHX-SEA","AA",1107,307519,"PHX","SEA","American"
"FLL-LAX","B6",2343,306655,"FLL","LAX","Jetblue"
"DEN-ORD","WN",888,305879,"DEN","ORD","Southwest"
"EWR-PHX","UA",2133,305450,"EWR","PHX","United"
"BOS-PHL","AA",280,305257,"BOS","PHL","American"
"BUF-BWI","WN",281,304915,"BUF","BWI","Southwest"
"IAH-MCO","NK",854,303985,"IAH","MCO","Spirit"
"BWI-HOU","WN",1246,303946,"BWI","HOU","Southwest"
"PHX-SEA","WN",1107,303643,"PHX","SEA","Southwest"
"CLE-ORD","UA",315,303147,"CLE","ORD","United"
"IAD-IAH","UA",1190,302925,"IAD","IAH","United"
"LAS-STL","WN",1371,302785,"LAS","STL","Southwest"
"DEN-TPA","UA",1506,302772,"DEN","TPA","United"
"SFO-SLC","DL",599,302768,"SFO","SLC","Delta"
"AUS-PHX","WN",872,302650,"AUS","PHX","Southwest"
"LAS-LAX","OO",236,302532,"LAS","LAX","Skywest"
"CLT-MEM","AA",511,302409,"CLT","MEM","American"
"KOA-SFO","UA",2367,302104,"KOA","SFO","United"
"JFK-SFO","B6",2586,301247,"JFK","SFO","Jetblue"
"ORD-SEA","AA",1721,301220,"ORD","SEA","American"
"ATL-OMA","DL",821,300419,"ATL","OMA","Delta"
"CLT-MSP","AA",930,300350,"CLT","MSP","American"
"BWI-MIA","WN",946,300264,"BWI","MIA","Southwest"
"ONT-SMF","WN",390,300157,"ONT","SMF","Southwest"
"LGA-MDW","WN",725,300026,"LGA","MDW","Southwest"
"ATL-TPA","WN",406,299842,"ATL","TPA","Southwest"
"BDL-BWI","WN",283,299097,"BDL","BWI","Southwest"
"SEA-SJC","AS",696,298569,"SEA","SJC","Alaska"
"DEN-MSP","WN",680,297734,"DEN","MSP","Southwest"
"BUR-SMF","WN",358,297614,"BUR","SMF","Southwest"
"BOS-ORD","AA",867,297449,"BOS","ORD","American"
"BNA-HOU","WN",670,297193,"BNA","HOU","Southwest"
"DFW-LAX","NK",1235,297153,"DFW","LAX","Spirit"
"BOS-PBI","B6",1197,297114,"BOS","PBI","Jetblue"
"FLL-IAH","NK",966,296822,"FLL","IAH","Spirit"
"ONT-PHX","WN",325,294669,"ONT","PHX","Southwest"
"ORD-PDX","UA",1739,294119,"ORD","PDX","United"
"JFK-PBI","B6",1028,293751,"JFK","PBI","Jetblue"
"LAS-ORD","NK",1514,293604,"LAS","ORD","Spirit"
"DFW-PIT","AA",1067,293603,"DFW","PIT","American"
"BWI-MHT","WN",377,293242,"BWI","MHT","Southwest"
"ATL-EYW","DL",646,293184,"ATL","EYW","Delta"
"DEN-SAT","UA",794,292768,"DEN","SAT","United"
"CLT-STL","AA",575,292767,"CLT","STL","American"
"DFW-DTW","DL",986,292280,"DFW","DTW","Delta"
"IAH-SEA","UA",1874,291986,"IAH","SEA","United"
"MIA-SFO","AA",2585,291225,"MIA","SFO","American"
"HOU-LAX","WN",1390,289311,"HOU","LAX","Southwest"
"DAL-ELP","WN",562,289020,"DAL","ELP","Southwest"
"DFW-RNO","AA",1345,288672,"DFW","RNO","American"
"ABQ-PHX","WN",328,288505,"ABQ","PHX","Southwest"
"ORD-TPA","AA",1011,288321,"ORD","TPA","American"
"CLT-DTW","AA",500,287038,"CLT","DTW","American"
"PDX-PHX","AA",1009,286490,"PDX","PHX","American"
"SAN-SEA","DL",1050,286258,"SAN","SEA","Delta"
"CLT-ORF","AA",290,286213,"CLT","ORF","American"
"LAS-LGB","WN",231,285249,"LAS","LGB","Southwest"
"IAH-LAX","NK",1379,285060,"IAH","LAX","Spirit"
"PHX-STL","WN",1262,284853,"PHX","STL","Southwest"
"BOS-SJU","B6",1674,284558,"BOS","SJU","Jetblue"
"DEN-MCO","F9",1546,283975,"DEN","MCO","Frontier"
"BOS-MCO","DL",1121,283776,"BOS","MCO","Delta"
"BOS-IAH","UA",1597,283516,"BOS","IAH","United"
"BOS-LAX","DL",2611,283420,"BOS","LAX","Delta"
"LAX-SMF","WN",373,283394,"LAX","SMF","Southwest"
"ATL-SMF","DL",2092,283110,"ATL","SMF","Delta"
"CLT-SEA","AA",2279,281867,"CLT","SEA","American"
"IAH-SJU","UA",2007,281527,"IAH","SJU","United"
"MCO-SJU","F9",1189,281000,"MCO","SJU","Frontier"
"ORD-RSW","AA",1120,280663,"ORD","RSW","American"
"AUS-LAX","AA",1242,280416,"AUS","LAX","American"
"LAX-PHX","OO",370,280298,"LAX","PHX","Skywest"
"ATL-DAL","DL",721,280021,"ATL","DAL","Delta"
"BWI-PHX","WN",1999,278427,"BWI","PHX","Southwest"
"MCO-PHX","AA",1849,278362,"MCO","PHX","American"
"MDW-SAN","WN",1728,277848,"MDW","SAN","Southwest"
"PHX-SAT","WN",843,277674,"PHX","SAT","Southwest"
"AUS-HOU","WN",148,277572,"AUS","HOU","Southwest"
"PDX-PHX","WN",1009,277383,"PDX","PHX","Southwest"
"DFW-MSP","DL",852,276790,"DFW","MSP","Delta"
"LAX-PDX","OO",834,276174,"LAX","PDX","Skywest"
"AUS-PHX","AA",872,275972,"AUS","PHX","American"
"MCO-PIT","WN",834,275508,"MCO","PIT","Southwest"
"DTW-ORD","OO",235,274896,"DTW","ORD","Skywest"
"LAS-SAT","WN",1069,274560,"LAS","SAT","Southwest"
"PDX-SAN","AS",933,273894,"PDX","SAN","Alaska"
"GEG-SEA","AS",224,273734,"GEG","SEA","Alaska"
"ATL-STT","DL",1599,273643,"ATL","STT","Delta"
"BUR-SEA","AS",937,272995,"BUR","SEA","Alaska"
"IND-MCO","WN",829,272138,"IND","MCO","Southwest"
"DAL-SAN","WN",1182,272126,"DAL","SAN","Southwest"
"ATL-OKC","DL",761,271744,"ATL","OKC","Delta"
"MDW-STL","WN",251,271681,"MDW","STL","Southwest"
"LAS-SLC","WN",368,271028,"LAS","SLC","Southwest"
"FLL-MCO","NK",177,270435,"FLL","MCO","Spirit"
"LAS-MCI","WN",1139,270403,"LAS","MCI","Southwest"
"DAL-TPA","WN",917,270171,"DAL","TPA","Southwest"
"ORD-SNA","AA",1726,269757,"ORD","SNA","American"
"PHX-SEA","DL",1107,269470,"PHX","SEA","Delta"
"DFW-OGG","AA",3711,269048,"DFW","OGG","American"
"ATL-FLL","WN",581,268681,"ATL","FLL","Southwest"
"DAL-LBB","WN",293,268556,"DAL","LBB","Southwest"
"DEN-SAT","WN",794,267782,"DEN","SAT","Southwest"
"IAH-MIA","AA",964,267074,"IAH","MIA","American"
"DFW-MCO","NK",985,266687,"DFW","MCO","Spirit"
"DEN-IND","WN",977,266530,"DEN","IND","Southwest"
"SEA-SFO","UA",679,265714,"SEA","SFO","United"
"DCA-DTW","DL",405,265687,"DCA","DTW","Delta"
"DEN-SNA","UA",846,265347,"DEN","SNA","United"
"DEN-FLL","NK",1703,264533,"DEN","FLL","Spirit"
"DEN-OMA","WN",472,263497,"DEN","OMA","Southwest"
"AUS-BNA","WN",756,263280,"AUS","BNA","Southwest"
"BUR-SJC","WN",296,262956,"BUR","SJC","Southwest"
"DCA-MSP","DL",931,261741,"DCA","MSP","Delta"
"BOS-DCA","B6",399,261292,"BOS","DCA","Jetblue"
"DEN-ONT","WN",819,261239,"DEN","ONT","Southwest"
"ABQ-DAL","WN",580,260932,"ABQ","DAL","Southwest"
"HOU-MIA","WN",955,260654,"HOU","MIA","Southwest"
"ATL-BUF","DL",712,260130,"ATL","BUF","Delta"
"AUS-MDW","WN",972,259946,"AUS","MDW","Southwest"
"JNU-SEA","AS",909,257991,"JNU","SEA","Alaska"
"BWI-PWM","WN",452,257912,"BWI","PWM","Southwest"
"EWR-MIA","B6",1085,257694,"EWR","MIA","Jetblue"
"BOS-SEA","AS",2496,256687,"BOS","SEA","Alaska"
"LAS-MIA","AA",2174,254790,"LAS","MIA","American"
"CLT-PIT","AA",366,254614,"CLT","PIT","American"
"BNA-FLL","WN",793,254586,"BNA","FLL","Southwest"
"MCO-SEA","AS",2554,254556,"MCO","SEA","Alaska"
"CMH-DFW","AA",926,253162,"CMH","DFW","American"
"BNA-TPA","WN",612,253097,"BNA","TPA","Southwest"
"BWI-ORF","WN",159,252952,"BWI","ORF","Southwest"
"BOS-IAD","UA",413,252631,"BOS","IAD","United"
"CLT-SJU","AA",1475,252060,"CLT","SJU","American"
"BOS-PHX","AA",2300,251986,"BOS","PHX","American"
"DEN-SLC","F9",391,251016,"DEN","SLC","Frontier"
"LAS-PHL","AA",2176,250725,"LAS","PHL","American"
"PHX-SAT","AA",843,250681,"PHX","SAT","American"
"MCO-ORD","NK",1005,250184,"MCO","ORD","Spirit"
"DCA-MDW","WN",601,249573,"DCA","MDW","Southwest"
"OAK-SEA","WN",672,248768,"OAK","SEA","Southwest"
"LAS-OAK","NK",407,248565,"LAS","OAK","Spirit"
"AUS-MIA","AA",1103,247455,"AUS","MIA","American"
"KOA-SEA","AS",2688,247134,"KOA","SEA","Alaska"
"EWR-LAX","B6",2454,246895,"EWR","LAX","Jetblue"
"ATL-DTW","NK",594,246843,"ATL","DTW","Spirit"
"CLE-DEN","UA",1201,246613,"CLE","DEN","United"
"DEN-MIA","AA",1709,246411,"DEN","MIA","American"
"DFW-MFE","AA",469,246264,"DFW","MFE","American"
"CLE-MDW","WN",307,245926,"CLE","MDW","Southwest"
"ELP-PHX","WN",347,245880,"ELP","PHX","Southwest"
"CMH-MCO","WN",802,245225,"CMH","MCO","Southwest"
"BWI-JAX","WN",663,244049,"BWI","JAX","Southwest"
"DEN-MKE","WN",896,243825,"DEN","MKE","Southwest"
"DCA-PHX","AA",1979,243680,"DCA","PHX","American"
"BOS-MIA","B6",1258,243657,"BOS","MIA","Jetblue"
"DFW-PBI","AA",1102,243222,"DFW","PBI","American"
"HNL-OGG","WN",100,243112,"HNL","OGG","Southwest"
"EWR-SAN","UA",2425,243016,"EWR","SAN","United"
"BWI-PBI","WN",883,242741,"BWI","PBI","Southwest"
"PHX-SJC","AA",621,242569,"PHX","SJC","American"
"DFW-PSP","AA",1126,241768,"DFW","PSP","American"
"EWR-IAD","UA",212,241611,"EWR","IAD","United"
"LAS-SEA","WN",867,241428,"LAS","SEA","Southwest"
"LAX-OGG","AA",2486,241032,"LAX","OGG","American"
"BNA-LAS","WN",1587,241022,"BNA","LAS","Southwest"
"LAX-ORD","NK",1744,240763,"LAX","ORD","Spirit"
"ATL-LGA","WN",762,240718,"ATL","LGA","Southwest"
"DCA-DEN","F9",1476,240685,"DCA","DEN","Frontier"
"BNA-MCI","WN",491,239269,"BNA","MCI","Southwest"
"JFK-TPA","DL",1005,239175,"JFK","TPA","Delta"
"DFW-SJC","AA",1438,238786,"DFW","SJC","American"
"MCI-MCO","WN",1072,238714,"MCI","MCO","Southwest"
"BWI-RDU","WN",255,238468,"BWI","RDU","Southwest"
"BOS-MDW","WN",861,238123,"BOS","MDW","Southwest"
"DFW-ORF","AA",1212,238107,"DFW","ORF","American"
"LGA-TPA","DL",1010,237321,"LGA","TPA","Delta"
"CLT-MCI","AA",808,237013,"CLT","MCI","American"
"BUR-DEN","WN",850,236362,"BUR","DEN","Southwest"
"SAN-SFO","WN",447,236140,"SAN","SFO","Southwest"
"MIA-STT","AA",1107,235881,"MIA","STT","American"
"CHS-CLT","AA",168,235854,"CHS","CLT","American"
"AUS-SEA","AS",1770,235246,"AUS","SEA","Alaska"
"DAL-FLL","WN",1108,235042,"DAL","FLL","Southwest"
"DEN-OKC","WN",495,234684,"DEN","OKC","Southwest"
"BWI-ROC","WN",277,234406,"BWI","ROC","Southwest"
"BWI-ISP","WN",220,234072,"BWI","ISP","Southwest"
"MCO-MKE","WN",1066,233545,"MCO","MKE","Southwest"
"LAX-SJC","WN",308,233508,"LAX","SJC","Southwest"
"BOS-SLC","DL",2105,233005,"BOS","SLC","Delta"
"ATL-CLT","AA",226,232777,"ATL","CLT","American"
"MCO-MSY","WN",551,232643,"MCO","MSY","Southwest"
"BOS-FLL","NK",1237,232220,"BOS","FLL","Spirit"
"DTW-RSW","NK",1084,232169,"DTW","RSW","Spirit"
"AUS-MCO","WN",994,231753,"AUS","MCO","Southwest"
"DTW-IAH","OO",1075,231717,"DTW","IAH","Skywest"
"CLE-CLT","AA",430,231716,"CLE","CLT","American"
"LAS-SFO","WN",414,231628,"LAS","SFO","Southwest"
"HPN-PBI","B6",1056,231538,"HPN","PBI","Jetblue"
"HOU-TPA","WN",781,230637,"HOU","TPA","Southwest"
"DAL-LGA","WN",1381,229737,"DAL","LGA","Southwest"
"JFK-SEA","AS",2422,229661,"JFK","SEA","Alaska"
"FLL-HOU","WN",957,229533,"FLL","HOU","Southwest"
"DAL-ORD","WN",798,229422,"DAL","ORD","Southwest"
"ABQ-DEN","WN",349,229352,"ABQ","DEN","Southwest"
"LAS-ONT","WN",197,228976,"LAS","ONT","Southwest"
"DEN-SAN","F9",853,228714,"DEN","SAN","Frontier"
"DEN-MCI","UA",533,228375,"DEN","MCI","United"
"LAS-MKE","WN",1524,228023,"LAS","MKE","Southwest"
"LGA-ORD","DL",733,227971,"LGA","ORD","Delta"
"MCO-PHL","WN",861,227611,"MCO","PHL","Southwest"
"BWI-CHS","WN",472,227523,"BWI","CHS","Southwest"
"HOU-OKC","WN",419,227256,"HOU","OKC","Southwest"
"BWI-STL","WN",738,227095,"BWI","STL","Southwest"
"LAS-PDX","WN",763,227020,"LAS","PDX","Southwest"
"LAX-MCO","UA",2218,226491,"LAX","MCO","United"
"BNA-DTW","DL",456,225647,"BNA","DTW","Delta"
"DFW-EWR","UA",1372,225227,"DFW","EWR","United"
"HNL-OAK","WN",2409,224834,"HNL","OAK","Southwest"
"PHX-SFO","WN",651,224186,"PHX","SFO","Southwest"
"OAK-ONT","WN",362,223957,"OAK","ONT","Southwest"
"LAX-SLC","OO",590,223462,"LAX","SLC","Skywest"
"BWI-SRQ","WN",880,223331,"BWI","SRQ","Southwest"
"HOU-HRL","WN",277,223303,"HOU","HRL","Southwest"
"OAK-PDX","WN",543,223188,"OAK","PDX","Southwest"
"ABQ-LAS","WN",486,223035,"ABQ","LAS","Southwest"
"DEN-MSY","WN",1062,222614,"DEN","MSY","Southwest"
"BNA-DCA","WN",562,222533,"BNA","DCA","Southwest"
"EWR-ORD","AA",719,222059,"EWR","ORD","American"
"FLL-SJU","NK",1046,221949,"FLL","SJU","Spirit"
"DEN-PHL","UA",1558,221948,"DEN","PHL","United"
"ABQ-ATL","DL",1269,221947,"ABQ","ATL","Delta"
"MIA-ORD","UA",1197,221726,"MIA","ORD","United"
"BOS-MCO","NK",1121,221413,"BOS","MCO","Spirit"
"LGA-PBI","DL",1035,221084,"LGA","PBI","Delta"
"IAD-TPA","UA",811,220999,"IAD","TPA","United"
"CLE-DFW","AA",1021,220771,"CLE","DFW","American"
"ATL-LAS","NK",1747,220599,"ATL","LAS","Spirit"
"MDW-OMA","WN",423,220234,"MDW","OMA","Southwest"
"ACY-MCO","NK",852,219249,"ACY","MCO","Spirit"
"STL-TPA","WN",869,218988,"STL","TPA","Southwest"
"HOU-STL","WN",687,218885,"HOU","STL","Southwest"
"SEA-SLC","AS",689,218872,"SEA","SLC","Alaska"
"MKE-PHX","WN",1460,218807,"MKE","PHX","Southwest"
"AUS-LAX","DL",1242,218667,"AUS","LAX","Delta"
"EWR-SEA","AS",2402,218379,"EWR","SEA","Alaska"
"EWR-SJU","B6",1608,218091,"EWR","SJU","Jetblue"
"HNL-PHX","AA",2917,218007,"HNL","PHX","American"
"BOS-SFO","UA",2704,217912,"BOS","SFO","United"
"DTW-SAN","DL",1956,217119,"DTW","SAN","Delta"
"JFK-PHX","AA",2153,216927,"JFK","PHX","American"
"EWR-MCO","F9",937,216759,"EWR","MCO","Frontier"
"ATL-SNA","DL",1919,216248,"ATL","SNA","Delta"
"CMH-MDW","WN",283,216219,"CMH","MDW","Southwest"
"LAS-PDX","AS",763,216137,"LAS","PDX","Alaska"
"DEN-SFO","WN",967,215828,"DEN","SFO","Southwest"
"LAS-PDX","NK",763,214593,"LAS","PDX","Spirit"
"ATL-JAN","DL",341,213950,"ATL","JAN","Delta"
"FLL-LGA","B6",1076,213813,"FLL","LGA","Jetblue"
"DFW-RIC","AA",1158,213776,"DFW","RIC","American"
"DTW-MDW","WN",228,213556,"DTW","MDW","Southwest"
"DEN-DFW","F9",641,213292,"DEN","DFW","Frontier"
"SEA-SMF","WN",605,213031,"SEA","SMF","Southwest"
"HNL-SEA","DL",2677,211872,"HNL","SEA","Delta"
"ASE-DEN","OO",125,211686,"ASE","DEN","Skywest"
"DFW-LGA","DL",1389,211542,"DFW","LGA","Delta"
"JFK-TPA","B6",1005,211215,"JFK","TPA","Jetblue"
"ORD-SLC","DL",1250,211178,"ORD","SLC","Delta"
"BOS-JFK","B6",187,210875,"BOS","JFK","Jetblue"
"DEN-PHL","WN",1558,210626,"DEN","PHL","Southwest"
"OMA-PHX","WN",1037,210486,"OMA","PHX","Southwest"
"DCA-LAX","AA",2311,210105,"DCA","LAX","American"
"ORD-SMF","UA",1781,209074,"ORD","SMF","United"
"MDW-PHL","WN",668,208800,"MDW","PHL","Southwest"
"DEN-HNL","UA",3365,208798,"DEN","HNL","United"
"SAN-SFO","OO",447,208546,"SAN","SFO","Skywest"
"ALB-ATL","DL",853,208390,"ALB","ATL","Delta"
"FLL-IAD","UA",901,208245,"FLL","IAD","United"
"GEG-SEA","OO",224,208199,"GEG","SEA","Skywest"
"DEN-RNO","WN",804,207796,"DEN","RNO","Southwest"
"DEN-MSP","UA",680,207680,"DEN","MSP","United"
"MSP-PHX","AA",1276,207599,"MSP","PHX","American"
"MCO-PVD","WN",1072,207410,"MCO","PVD","Southwest"
"RSW-STL","WN",979,206667,"RSW","STL","Southwest"
"IAH-SNA","UA",1346,206074,"IAH","SNA","United"
"MIA-MSY","AA",675,205875,"MIA","MSY","American"
"MDW-MSY","WN",825,205737,"MDW","MSY","Southwest"
"BNA-STL","WN",272,205462,"BNA","STL","Southwest"
"MDW-PIT","WN",402,204683,"MDW","PIT","Southwest"
"AUS-SLC","DL",1086,204589,"AUS","SLC","Delta"
"DTW-TPA","NK",983,204291,"DTW","TPA","Spirit"
"DEN-RNO","UA",804,204065,"DEN","RNO","United"
"JFK-LAS","B6",2248,203140,"JFK","LAS","Jetblue"
"ATL-HSV","DL",151,202733,"ATL","HSV","Delta"
"PSP-SFO","OO",421,202526,"PSP","SFO","Skywest"
"ATL-LAX","NK",1947,202189,"ATL","LAX","Spirit"
"BWI-SJU","WN",1565,201628,"BWI","SJU","Southwest"
"BOS-SEA","DL",2496,201607,"BOS","SEA","Delta"
"IAH-PDX","UA",1825,201279,"IAH","PDX","United"
"DEN-JAC","UA",406,201065,"DEN","JAC","United"
"DEN-OGG","UA",3302,200879,"DEN","OGG","United"
"MSP-ORD","OO",334,200817,"MSP","ORD","Skywest"
"LAX-SFO","WN",337,200665,"LAX","SFO","Southwest"
"ATL-SYR","DL",794,200103,"ATL","SYR","Delta"
"IND-TPA","WN",837,199871,"IND","TPA","Southwest"
"DEN-GEG","WN",836,199863,"DEN","GEG","Southwest"
"ATL-PVD","DL",903,199743,"ATL","PVD","Delta"
"BOS-LAX","AA",2611,199619,"BOS","LAX","American"
"ATL-ROC","DL",749,199610,"ATL","ROC","Delta"
"MCO-RDU","DL",534,199048,"MCO","RDU","Delta"
"DEN-LGB","WN",854,199027,"DEN","LGB","Southwest"
"JFK-RSW","B6",1074,198718,"JFK","RSW","Jetblue"
"PDX-SMF","WN",479,198691,"PDX","SMF","Southwest"
"ATL-MLB","DL",442,198022,"ATL","MLB","Delta"
"AUS-ORD","UA",977,197923,"AUS","ORD","United"
"PHL-SJU","F9",1576,197738,"PHL","SJU","Frontier"
"DAL-TUL","WN",238,197725,"DAL","TUL","Southwest"
"CLE-MCO","NK",895,197205,"CLE","MCO","Spirit"
"ATL-LAS","WN",1747,197068,"ATL","LAS","Southwest"
"LAS-SEA","NK",867,196934,"LAS","SEA","Spirit"
"PHL-SJU","AA",1576,196898,"PHL","SJU","American"
"MDW-MIA","WN",1182,196847,"MDW","MIA","Southwest"
"LGA-MCO","B6",950,196779,"LGA","MCO","Jetblue"
"BZN-MSP","DL",874,196662,"BZN","MSP","Delta"
"LGA-ORD","UA",733,196357,"LGA","ORD","United"
"MDW-RDU","WN",632,195975,"MDW","RDU","Southwest"
"IAD-SAN","UA",2253,195855,"IAD","SAN","United"
"CLT-SYR","AA",603,195842,"CLT","SYR","American"
"DFW-SJU","AA",2165,195609,"DFW","SJU","American"
"CLE-EWR","UA",404,195223,"CLE","EWR","United"
"BOI-DEN","UA",649,195068,"BOI","DEN","United"
"BNA-ECP","WN",401,194803,"BNA","ECP","Southwest"
"SEA-TPA","AS",2520,194496,"SEA","TPA","Alaska"
"AUS-ORD","AA",977,194334,"AUS","ORD","American"
"LAS-SMF","NK",397,193650,"LAS","SMF","Spirit"
"DEN-OMA","UA",472,193327,"DEN","OMA","United"
"LAX-OGG","HA",2486,193061,"LAX","OGG","Hawaiian"
"AUS-BWI","WN",1342,192971,"AUS","BWI","Southwest"
"CLT-SRQ","AA",547,192774,"CLT","SRQ","American"
"DEN-TUS","WN",639,192751,"DEN","TUS","Southwest"
"SFO-SNA","OO",372,192259,"SFO","SNA","Skywest"
"LAS-SFO","F9",414,191864,"LAS","SFO","Frontier"
"ATL-MCO","F9",404,191356,"ATL","MCO","Frontier"
"LGB-PHX","WN",355,190638,"LGB","PHX","Southwest"
"LAS-OMA","WN",1099,190430,"LAS","OMA","Southwest"
"LAS-TUS","WN",365,189849,"LAS","TUS","Southwest"
"MIA-RDU","AA",700,189820,"MIA","RDU","American"
"DTW-MIA","DL",1145,189613,"DTW","MIA","Delta"
"DEN-GEG","UA",836,189562,"DEN","GEG","United"
"MDW-OAK","WN",1844,189493,"MDW","OAK","Southwest"
"COS-DEN","WN",73,188897,"COS","DEN","Southwest"
"MIA-MSP","DL",1501,188671,"MIA","MSP","Delta"
"DAL-DCA","WN",1184,188308,"DAL","DCA","Southwest"
"ATL-DEN","F9",1199,188162,"ATL","DEN","Frontier"
"ATL-SEA","AS",2182,188018,"ATL","SEA","Alaska"
"DCA-SEA","AS",2329,187773,"DCA","SEA","Alaska"
"ISP-MCO","F9",971,187733,"ISP","MCO","Frontier"
"BWI-CLE","WN",314,187650,"BWI","CLE","Southwest"
"CLT-MYR","AA",157,187649,"CLT","MYR","American"
"BNA-MIA","AA",806,187621,"BNA","MIA","American"
"PHL-SJU","NK",1576,187605,"PHL","SJU","Spirit"
"LAX-OGG","UA",2486,187519,"LAX","OGG","United"
"DAL-MAF","WN",319,187103,"DAL","MAF","Southwest"
"EWR-PBI","B6",1023,186877,"EWR","PBI","Jetblue"
"ANC-MSP","DL",2519,186850,"ANC","MSP","Delta"
"FLL-ORD","AA",1182,186820,"FLL","ORD","American"
"HNL-LIH","WN",102,186429,"HNL","LIH","Southwest"
"ATL-TUS","DL",1541,186150,"ATL","TUS","Delta"
"DEN-LGA","WN",1620,185991,"DEN","LGA","Southwest"
"BOI-SEA","AS",399,185974,"BOI","SEA","Alaska"
"FLL-MSP","DL",1487,185920,"FLL","MSP","Delta"
"MCI-SLC","DL",920,185808,"MCI","SLC","Delta"
"BOI-LAS","WN",519,185435,"BOI","LAS","Southwest"
"DCA-MCO","WN",759,185277,"DCA","MCO","Southwest"
"CVG-MCO","DL",757,185209,"CVG","MCO","Delta"
"EWR-TPA","B6",997,185062,"EWR","TPA","Jetblue"
"ATL-MYR","DL",317,184853,"ATL","MYR","Delta"
"AUS-DTW","DL",1149,184347,"AUS","DTW","Delta"
"BDL-MCO","B6",1050,184161,"BDL","MCO","Jetblue"
"IND-LAS","WN",1590,183999,"IND","LAS","Southwest"
"ELP-HOU","WN",677,183837,"ELP","HOU","Southwest"
"EWR-SEA","UA",2402,183825,"EWR","SEA","United"
"COS-DEN","UA",73,183600,"COS","DEN","United"
"GEG-SLC","DL",546,183555,"GEG","SLC","Delta"
"CVG-MCO","F9",757,183386,"CVG","MCO","Frontier"
"PHX-RNO","WN",601,183209,"PHX","RNO","Southwest"
"IND-RSW","WN",945,183144,"IND","RSW","Southwest"
"ONT-SJC","WN",333,183029,"ONT","SJC","Southwest"
"BZN-DEN","UA",524,182686,"BZN","DEN","United"
"DFW-PNS","AA",604,182448,"DFW","PNS","American"
"LAX-OGG","DL",2486,182419,"LAX","OGG","Delta"
"CLE-FLL","NK",1062,182315,"CLE","FLL","Spirit"
"CLT-PVD","AA",683,181985,"CLT","PVD","American"
"LAX-MCO","AA",2218,181966,"LAX","MCO","American"
"BOI-LAX","OO",674,181764,"BOI","LAX","Skywest"
"CVG-DFW","AA",812,181523,"CVG","DFW","American"
"IAH-LGA","UA",1416,181372,"IAH","LGA","United"
"PHL-RSW","AA",993,181331,"PHL","RSW","American"
"SFO-SNA","UA",372,181214,"SFO","SNA","United"
"CLE-RSW","F9",1025,181180,"CLE","RSW","Frontier"
"BNA-SEA","AS",1978,180989,"BNA","SEA","Alaska"
"LGB-OAK","WN",353,180491,"LGB","OAK","Southwest"
"DEN-SFO","F9",967,180398,"DEN","SFO","Frontier"
"JFK-PHX","DL",2153,180145,"JFK","PHX","Delta"
"LAS-PHX","F9",255,180144,"LAS","PHX","Frontier"
"IAH-RSW","UA",861,180108,"IAH","RSW","United"
"BNA-LGA","WN",764,179707,"BNA","LGA","Southwest"
"BOS-DEN","WN",1754,179623,"BOS","DEN","Southwest"
"DEN-MSY","UA",1062,179458,"DEN","MSY","United"
"DEN-SLC","OO",391,179436,"DEN","SLC","Skywest"
"JAC-SLC","DL",205,179353,"JAC","SLC","Delta"
"BOS-LAS","B6",2381,179334,"BOS","LAS","Jetblue"
"DEN-IAH","F9",862,179312,"DEN","IAH","Frontier"
"BOS-TPA","DL",1185,178725,"BOS","TPA","Delta"
"BWI-MSP","DL",936,178352,"BWI","MSP","Delta"
"BNA-MSY","WN",471,178343,"BNA","MSY","Southwest"
"GRR-MDW","WN",137,178135,"GRR","MDW","Southwest"
"BNA-ORD","OO",409,177661,"BNA","ORD","Skywest"
"ATL-DEN","UA",1199,177371,"ATL","DEN","United"
"LGB-SMF","WN",387,177333,"LGB","SMF","Southwest"
"BNA-RDU","WN",442,177285,"BNA","RDU","Southwest"
"PDX-SEA","OO",129,176902,"PDX","SEA","Skywest"
"ORD-TPA","NK",1011,176749,"ORD","TPA","Spirit"
"CMH-DEN","WN",1154,176690,"CMH","DEN","Southwest"
"BUR-DFW","AA",1231,176659,"BUR","DFW","American"
"MSP-SEA","AS",1399,176490,"MSP","SEA","Alaska"
"JFK-SAN","DL",2446,176351,"JFK","SAN","Delta"
"IAH-SLC","DL",1195,176093,"IAH","SLC","Delta"
"CLT-SLC","AA",1727,175713,"CLT","SLC","American"
"DEN-RSW","UA",1607,175532,"DEN","RSW","United"
"BDL-MIA","AA",1194,175297,"BDL","MIA","American"
