"pair","carrier","dist","pass","port1","port2","port1_lat","port1_lon","port2_lat","port2_lon","carrier_name","Color"
"ABQ-LAX","OO",677,167910,"ABQ","LAX",35.040199,-106.609001,33.942501,-118.407997,"Skywest","#37509A"
"OGG-PHX","AA",2845,167508,"OGG","PHX",30.898543,-131.431212,33.435302,-112.005905,"American","#C42D31"
"HNL-SEA","HA",2677,167417,"HNL","SEA",31.32062,-132.924228,47.449001,-122.308998,"Hawaiian","#A1418E"
"LAS-SAN","NK",258,167249,"LAS","SAN",36.08010101,-115.1520004,32.73360062,-117.1900024,"Spirit","#FDEB03"
"BNA-JAX","WN",483,167114,"BNA","JAX",36.12450027,-86.67819977,30.49410057,-81.68789673,"Southwest","#E6A137"
"AUS-EWR","UA",1504,167102,"AUS","EWR",30.197535,-97.662015,40.692501,-74.168701,"United","#3782CC"
"BDL-FLL","B6",1173,166957,"BDL","FLL",41.93851,-72.688066,26.072599,-80.152702,"Jetblue","#303E71"
"OAK-OGG","WN",2349,166590,"OAK","OGG",37.721298,-122.221001,30.898543,-131.431212,"Southwest","#E6A137"
"PHL-SAN","AA",2370,166392,"PHL","SAN",39.87189865,-75.2410965,32.73360062,-117.1900024,"American","#C42D31"
"ATL-ELP","DL",1282,165926,"ATL","ELP",33.6367,-84.428101,31.80719948,-106.3779984,"Delta","#882537"
"SJC-SLC","DL",584,165914,"SJC","SLC",37.362598,-121.929001,40.785749,-111.979746,"Delta","#882537"
"DCA-FLL","B6",899,165820,"DCA","FLL",38.8521,-77.037697,26.072599,-80.152702,"Jetblue","#303E71"
"BNA-PHL","WN",675,165647,"BNA","PHL",36.12450027,-86.67819977,39.87189865,-75.2410965,"Southwest","#E6A137"
"HNL-SLC","DL",2994,165318,"HNL","SLC",31.32062,-132.924228,40.785749,-111.979746,"Delta","#882537"
"FAT-SLC","OO",501,165308,"FAT","SLC",36.776199,-119.718002,40.785749,-111.979746,"Skywest","#37509A"
"BWI-IND","WN",516,165167,"BWI","IND",39.1754,-76.668297,39.7173,-86.294403,"Southwest","#E6A137"
"ATL-EWR","NK",746,164674,"ATL","EWR",33.6367,-84.428101,40.692501,-74.168701,"Spirit","#FDEB03"
"BUF-MCO","WN",1011,164633,"BUF","MCO",42.94049835,-78.73220062,28.42939949,-81.30899811,"Southwest","#E6A137"
"FLL-STL","WN",1057,164382,"FLL","STL",26.072599,-80.152702,38.748697,-90.370003,"Southwest","#E6A137"
"ATL-MIA","F9",594,164344,"ATL","MIA",33.6367,-84.428101,25.79319954,-80.29060364,"Frontier","#418369"
"OAK-SLC","WN",588,164179,"OAK","SLC",37.721298,-122.221001,40.785749,-111.979746,"Southwest","#E6A137"
"ACY-FLL","NK",977,164168,"ACY","FLL",39.45759964,-74.57720184,26.072599,-80.152702,"Spirit","#FDEB03"
"BUR-SLC","OO",574,164061,"BUR","SLC",34.197703,-118.356378,40.785749,-111.979746,"Skywest","#37509A"
"PHL-TPA","F9",920,163960,"PHL","TPA",39.87189865,-75.2410965,27.97550011,-82.53320313,"Frontier","#418369"
"HNL-SJC","WN",2417,163689,"HNL","SJC",31.32062,-132.924228,37.362598,-121.929001,"Southwest","#E6A137"
"IAH-SMF","UA",1609,163020,"IAH","SMF",29.9843998,-95.34140015,38.69540024,-121.5910034,"United","#3782CC"
"ATL-TLH","DL",223,162958,"ATL","TLH",33.6367,-84.428101,30.3965,-84.350304,"Delta","#882537"
"ATL-LAS","F9",1747,162785,"ATL","LAS",33.6367,-84.428101,36.08010101,-115.1520004,"Frontier","#418369"
"BNA-ORD","WN",409,162766,"BNA","ORD",36.12450027,-86.67819977,41.9786,-87.9048,"Southwest","#E6A137"
"BWI-PIT","WN",210,162739,"BWI","PIT",39.1754,-76.668297,40.49150085,-80.23290253,"Southwest","#E6A137"
"BUF-MDW","WN",468,162726,"BUF","MDW",42.94049835,-78.73220062,41.785999,-87.752403,"Southwest","#E6A137"
"BNA-BOS","WN",942,162709,"BNA","BOS",36.12450027,-86.67819977,42.3643,-71.005203,"Southwest","#E6A137"
"BUF-CLT","AA",546,162649,"BUF","CLT",42.94049835,-78.73220062,35.2140007,-80.94309998,"American","#C42D31"
"MCI-SEA","AS",1489,162494,"MCI","SEA",39.2976,-94.713898,47.449001,-122.308998,"Alaska","#202050"
"ATL-PHX","WN",1587,162388,"ATL","PHX",33.6367,-84.428101,33.435302,-112.005905,"Southwest","#E6A137"
"PHL-SFO","AA",2521,162182,"PHL","SFO",39.87189865,-75.2410965,37.61899948,-122.375,"American","#C42D31"
"ONT-SLC","DL",558,161958,"ONT","SLC",34.05599976,-117.6009979,40.785749,-111.979746,"Delta","#882537"
"BNA-CLE","WN",448,161678,"BNA","CLE",36.12450027,-86.67819977,41.4117012,-81.84980011,"Southwest","#E6A137"
"ATL-EWR","UA",746,161556,"ATL","EWR",33.6367,-84.428101,40.692501,-74.168701,"United","#3782CC"
"LAS-LAX","NK",236,161451,"LAS","LAX",36.08010101,-115.1520004,33.942501,-118.407997,"Spirit","#FDEB03"
"FLL-MSY","NK",674,161421,"FLL","MSY",26.072599,-80.152702,29.99340057,-90.25800323,"Spirit","#FDEB03"
"ATL-TUL","DL",674,161286,"ATL","TUL",33.6367,-84.428101,36.19839859,-95.88809967,"Delta","#882537"
"JFK-SFO","AA",2586,161197,"JFK","SFO",40.639801,-73.7789,37.61899948,-122.375,"American","#C42D31"
"IND-PHX","AA",1488,161123,"IND","PHX",39.7173,-86.294403,33.435302,-112.005905,"American","#C42D31"
"PHX-TPA","AA",1788,160958,"PHX","TPA",33.435302,-112.005905,27.97550011,-82.53320313,"American","#C42D31"
"FLL-SFO","B6",2584,160788,"FLL","SFO",26.072599,-80.152702,37.61899948,-122.375,"Jetblue","#303E71"
"AUS-JFK","DL",1521,160332,"AUS","JFK",30.197535,-97.662015,40.639801,-73.7789,"Delta","#882537"
"DSM-PHX","AA",1149,160248,"DSM","PHX",41.534,-93.663101,33.435302,-112.005905,"American","#C42D31"
"JAX-JFK","B6",828,160139,"JAX","JFK",30.49410057,-81.68789673,40.639801,-73.7789,"Jetblue","#303E71"
"BWI-SAN","WN",2295,160052,"BWI","SAN",39.1754,-76.668297,32.73360062,-117.1900024,"Southwest","#E6A137"
"BWI-DEN","UA",1491,160038,"BWI","DEN",39.1754,-76.668297,39.86169815,-104.6729965,"United","#3782CC"
"ORD-PHX","WN",1440,159561,"ORD","PHX",41.9786,-87.9048,33.435302,-112.005905,"Southwest","#E6A137"
"LAS-MCO","NK",2039,159553,"LAS","MCO",36.08010101,-115.1520004,28.42939949,-81.30899811,"Spirit","#FDEB03"
"BNA-PIT","WN",462,159537,"BNA","PIT",36.12450027,-86.67819977,40.49150085,-80.23290253,"Southwest","#E6A137"
"AUS-MSP","DL",1042,159446,"AUS","MSP",30.197535,-97.662015,44.882,-93.221802,"Delta","#882537"
"DTW-LAX","NK",1979,159340,"DTW","LAX",42.21239853,-83.35340118,33.942501,-118.407997,"Spirit","#FDEB03"
"MCO-SEA","DL",2554,159175,"MCO","SEA",28.42939949,-81.30899811,47.449001,-122.308998,"Delta","#882537"
"DEN-PHL","AA",1558,159001,"DEN","PHL",39.86169815,-104.6729965,39.87189865,-75.2410965,"American","#C42D31"
"DEN-FLL","WN",1703,158813,"DEN","FLL",39.86169815,-104.6729965,26.072599,-80.152702,"Southwest","#E6A137"
"ABQ-HOU","WN",759,158794,"ABQ","HOU",35.040199,-106.609001,29.645399,-95.2789,"Southwest","#E6A137"
"DEN-SLC","UA",391,158760,"DEN","SLC",39.86169815,-104.6729965,40.785749,-111.979746,"United","#3782CC"
"HOU-MAF","WN",441,158660,"HOU","MAF",29.645399,-95.2789,31.94249916,-102.2020035,"Southwest","#E6A137"
"BNA-MKE","WN",475,157904,"BNA","MKE",36.12450027,-86.67819977,42.94720078,-87.89659882,"Southwest","#E6A137"
"BNA-LAX","DL",1797,157780,"BNA","LAX",36.12450027,-86.67819977,33.942501,-118.407997,"Delta","#882537"
"FAT-LAS","WN",259,157694,"FAT","LAS",36.776199,-119.718002,36.08010101,-115.1520004,"Southwest","#E6A137"
"LAX-MIA","B6",2342,157630,"LAX","MIA",33.942501,-118.407997,25.79319954,-80.29060364,"Jetblue","#303E71"
"BWI-SAT","WN",1407,157618,"BWI","SAT",39.1754,-76.668297,29.533701,-98.469803,"Southwest","#E6A137"
"BNA-LAX","AA",1797,157485,"BNA","LAX",36.12450027,-86.67819977,33.942501,-118.407997,"American","#C42D31"
"HOU-OAK","WN",1642,157480,"HOU","OAK",29.645399,-95.2789,37.721298,-122.221001,"Southwest","#E6A137"
"CMH-RSW","WN",930,157460,"CMH","RSW",39.998001,-82.891899,26.53619957,-81.75520325,"Southwest","#E6A137"
"MSP-ORD","DL",334,157119,"MSP","ORD",44.882,-93.221802,41.9786,-87.9048,"Delta","#882537"
"DEN-FCA","UA",752,156917,"DEN","FCA",39.86169815,-104.6729965,48.3105011,-114.2559967,"United","#3782CC"
"LAX-TUS","OO",451,156828,"LAX","TUS",33.942501,-118.407997,32.115004,-110.938053,"Skywest","#37509A"
"IAH-LGA","DL",1416,156311,"IAH","LGA",29.9843998,-95.34140015,40.777199,-73.872597,"Delta","#882537"
"DAL-OAK","WN",1468,156008,"DAL","OAK",32.847099,-96.851799,37.721298,-122.221001,"Southwest","#E6A137"
"BNA-DTW","WN",456,155901,"BNA","DTW",36.12450027,-86.67819977,42.21239853,-83.35340118,"Southwest","#E6A137"
"DAL-IAH","WN",216,155756,"DAL","IAH",32.847099,-96.851799,29.9843998,-95.34140015,"Southwest","#E6A137"
"DAL-LIT","WN",296,155502,"DAL","LIT",32.847099,-96.851799,34.729582,-92.223728,"Southwest","#E6A137"
"PHX-RNO","AA",601,155435,"PHX","RNO",33.435302,-112.005905,39.49909973,-119.7679977,"American","#C42D31"
"COS-DAL","WN",602,155408,"COS","DAL",38.805801,-104.700996,32.847099,-96.851799,"Southwest","#E6A137"
"HNL-SAN","HA",2614,155304,"HNL","SAN",31.32062,-132.924228,32.73360062,-117.1900024,"Hawaiian","#A1418E"
"DEN-OKC","OO",495,154821,"DEN","OKC",39.86169815,-104.6729965,35.393101,-97.6007,"Skywest","#37509A"
"PHX-STL","AA",1262,154605,"PHX","STL",33.435302,-112.005905,38.748697,-90.370003,"American","#C42D31"
"DFW-ICT","AA",328,154248,"DFW","ICT",32.896801,-97.038002,37.649899,-97.433098,"American","#C42D31"
"KOA-OGG","HA",84,154079,"KOA","OGG",29.738783,-131.045603,30.898543,-131.431212,"Hawaiian","#A1418E"
"DEN-RDU","UA",1436,154019,"DEN","RDU",39.86169815,-104.6729965,35.87760162,-78.78749847,"United","#3782CC"
"DFW-SAV","AA",925,153853,"DFW","SAV",32.896801,-97.038002,32.12760162,-81.20210266,"American","#C42D31"
"FLL-LAS","B6",2173,153765,"FLL","LAS",26.072599,-80.152702,36.08010101,-115.1520004,"Jetblue","#303E71"
"CMH-LAS","WN",1771,153626,"CMH","LAS",39.998001,-82.891899,36.08010101,-115.1520004,"Southwest","#E6A137"
"ATL-LAX","AA",1947,153558,"ATL","LAX",33.6367,-84.428101,33.942501,-118.407997,"American","#C42D31"
"LAX-MSY","DL",1670,153157,"LAX","MSY",33.942501,-118.407997,29.99340057,-90.25800323,"Delta","#882537"
"DEN-IAH","WN",862,152836,"DEN","IAH",39.86169815,-104.6729965,29.9843998,-95.34140015,"Southwest","#E6A137"
"ATL-HNL","DL",4502,152818,"ATL","HNL",33.6367,-84.428101,31.32062,-132.924228,"Delta","#882537"
"ATL-BNA","WN",214,152816,"ATL","BNA",33.6367,-84.428101,36.12450027,-86.67819977,"Southwest","#E6A137"
"BUF-JFK","B6",301,152754,"BUF","JFK",42.94049835,-78.73220062,40.639801,-73.7789,"Jetblue","#303E71"
"HNL-ORD","UA",4243,152735,"HNL","ORD",31.32062,-132.924228,41.9786,-87.9048,"United","#3782CC"
"BHM-DAL","WN",587,152631,"BHM","DAL",33.562901,-86.753502,32.847099,-96.851799,"Southwest","#E6A137"
"IND-MCO","NK",829,152591,"IND","MCO",39.7173,-86.294403,28.42939949,-81.30899811,"Spirit","#FDEB03"
"EWR-MYR","NK",550,152467,"EWR","MYR",40.692501,-74.168701,33.67969894,-78.92829895,"Spirit","#FDEB03"
"LAX-SFO","B6",337,152464,"LAX","SFO",33.942501,-118.407997,37.61899948,-122.375,"Jetblue","#303E71"
"HNL-KOA","WN",163,152458,"HNL","KOA",31.32062,-132.924228,29.738783,-131.045603,"Southwest","#E6A137"
"SFO-SLC","OO",599,152446,"SFO","SLC",37.61899948,-122.375,40.785749,-111.979746,"Skywest","#37509A"
"EWR-RDU","UA",416,152180,"EWR","RDU",40.692501,-74.168701,35.87760162,-78.78749847,"United","#3782CC"
"BOS-MYR","NK",738,152059,"BOS","MYR",42.3643,-71.005203,33.67969894,-78.92829895,"Spirit","#FDEB03"
"CMH-PHX","AA",1670,152004,"CMH","PHX",39.998001,-82.891899,33.435302,-112.005905,"American","#C42D31"
"BOI-SFO","OO",522,151985,"BOI","SFO",43.5644,-116.223,37.61899948,-122.375,"Skywest","#37509A"
"BOI-SLC","DL",290,151923,"BOI","SLC",43.5644,-116.223,40.785749,-111.979746,"Delta","#882537"
"MCO-TTN","F9",896,151909,"MCO","TTN",28.42939949,-81.30899811,40.27669907,-74.81349945,"Frontier","#418369"
"CLT-EYW","AA",736,151894,"CLT","EYW",35.2140007,-80.94309998,24.556101,-81.759598,"American","#C42D31"
"ATL-MDW","DL",591,151789,"ATL","MDW",33.6367,-84.428101,41.785999,-87.752403,"Delta","#882537"
"BWI-MCI","WN",967,151612,"BWI","MCI",39.1754,-76.668297,39.2976,-94.713898,"Southwest","#E6A137"
"BWI-MSY","WN",998,151327,"BWI","MSY",39.1754,-76.668297,29.99340057,-90.25800323,"Southwest","#E6A137"
"SEA-SMF","OO",605,151165,"SEA","SMF",47.449001,-122.308998,38.69540024,-121.5910034,"Skywest","#37509A"
"AUS-LAX","WN",1242,151011,"AUS","LAX",30.197535,-97.662015,33.942501,-118.407997,"Southwest","#E6A137"
"DFW-MKE","AA",853,150811,"DFW","MKE",32.896801,-97.038002,42.94720078,-87.89659882,"American","#C42D31"
"CLT-ILM","AA",185,150575,"CLT","ILM",35.2140007,-80.94309998,34.27059937,-77.90260315,"American","#C42D31"
"BWI-CLT","WN",361,150175,"BWI","CLT",39.1754,-76.668297,35.2140007,-80.94309998,"Southwest","#E6A137"
"BWI-DTW","WN",409,150062,"BWI","DTW",39.1754,-76.668297,42.21239853,-83.35340118,"Southwest","#E6A137"
"ATL-DFW","NK",731,150033,"ATL","DFW",33.6367,-84.428101,32.896801,-97.038002,"Spirit","#FDEB03"
"SEA-SJC","WN",696,149990,"SEA","SJC",47.449001,-122.308998,37.362598,-121.929001,"Southwest","#E6A137"
"MIA-PHL","F9",1013,149847,"MIA","PHL",25.79319954,-80.29060364,39.87189865,-75.2410965,"Frontier","#418369"
"BWI-ORD","WN",621,149696,"BWI","ORD",39.1754,-76.668297,41.9786,-87.9048,"Southwest","#E6A137"
"SEA-SJC","OO",696,149692,"SEA","SJC",47.449001,-122.308998,37.362598,-121.929001,"Skywest","#37509A"
"MCI-MCO","NK",1072,149682,"MCI","MCO",39.2976,-94.713898,28.42939949,-81.30899811,"Spirit","#FDEB03"
"DEN-SNA","F9",846,149422,"DEN","SNA",39.86169815,-104.6729965,33.675701,-117.867996,"Frontier","#418369"
"OAK-SEA","AS",672,149367,"OAK","SEA",37.721298,-122.221001,47.449001,-122.308998,"Alaska","#202050"
"FLL-TPA","NK",197,149330,"FLL","TPA",26.072599,-80.152702,27.97550011,-82.53320313,"Spirit","#FDEB03"
"ATL-BWI","NK",577,148930,"ATL","BWI",33.6367,-84.428101,39.1754,-76.668297,"Spirit","#FDEB03"
"ATL-IND","WN",432,148551,"ATL","IND",33.6367,-84.428101,39.7173,-86.294403,"Southwest","#E6A137"
"ATL-JFK","B6",760,148399,"ATL","JFK",33.6367,-84.428101,40.639801,-73.7789,"Jetblue","#303E71"
"BOS-FLL","AA",1237,148392,"BOS","FLL",42.3643,-71.005203,26.072599,-80.152702,"American","#C42D31"
"LGA-MYR","NK",563,148194,"LGA","MYR",40.777199,-73.872597,33.67969894,-78.92829895,"Spirit","#FDEB03"
"LIH-SFO","UA",2447,148114,"LIH","SFO",31.976,-134.339005,37.61899948,-122.375,"United","#3782CC"
"CMH-TPA","WN",829,147914,"CMH","TPA",39.998001,-82.891899,27.97550011,-82.53320313,"Southwest","#E6A137"
"BZN-DFW","AA",1163,147658,"BZN","DFW",45.77750015,-111.1529999,32.896801,-97.038002,"American","#C42D31"
"ATL-MIA","WN",594,147636,"ATL","MIA",33.6367,-84.428101,25.79319954,-80.29060364,"Southwest","#E6A137"
"DEN-TUL","WN",541,147379,"DEN","TUL",39.86169815,-104.6729965,36.19839859,-95.88809967,"Southwest","#E6A137"
"BOS-FLL","DL",1237,147301,"BOS","FLL",42.3643,-71.005203,26.072599,-80.152702,"Delta","#882537"
"FAR-MSP","OO",223,147282,"FAR","MSP",46.92070007,-96.81580353,44.882,-93.221802,"Skywest","#37509A"
"JFK-LAX","UA",2475,147189,"JFK","LAX",40.639801,-73.7789,33.942501,-118.407997,"United","#3782CC"
"MCO-PHX","WN",1849,147106,"MCO","PHX",28.42939949,-81.30899811,33.435302,-112.005905,"Southwest","#E6A137"
"HNL-PHX","HA",2917,147064,"HNL","PHX",31.32062,-132.924228,33.435302,-112.005905,"Hawaiian","#A1418E"
"ORD-PHL","UA",678,146832,"ORD","PHL",41.9786,-87.9048,39.87189865,-75.2410965,"United","#3782CC"
"DCA-MCO","B6",759,146825,"DCA","MCO",38.8521,-77.037697,28.42939949,-81.30899811,"Jetblue","#303E71"
"HNL-SAN","WN",2614,146438,"HNL","SAN",31.32062,-132.924228,32.73360062,-117.1900024,"Southwest","#E6A137"
"FLL-SEA","AS",2717,146365,"FLL","SEA",26.072599,-80.152702,47.449001,-122.308998,"Alaska","#202050"
"DEN-LAX","AA",862,146273,"DEN","LAX",39.86169815,-104.6729965,33.942501,-118.407997,"American","#C42D31"
"IAH-PHL","UA",1325,146262,"IAH","PHL",29.9843998,-95.34140015,39.87189865,-75.2410965,"United","#3782CC"
"DEN-DRO","OO",251,146237,"DEN","DRO",39.86169815,-104.6729965,37.1515007,-107.7539978,"Skywest","#37509A"
"IAH-SEA","AS",1874,145915,"IAH","SEA",29.9843998,-95.34140015,47.449001,-122.308998,"Alaska","#202050"
"BOS-RDU","B6",612,145877,"BOS","RDU",42.3643,-71.005203,35.87760162,-78.78749847,"Jetblue","#303E71"
"CLE-TPA","F9",927,145733,"CLE","TPA",41.4117012,-81.84980011,27.97550011,-82.53320313,"Frontier","#418369"
"LAS-MCO","F9",2039,145636,"LAS","MCO",36.08010101,-115.1520004,28.42939949,-81.30899811,"Frontier","#418369"
"BZN-DEN","WN",524,145595,"BZN","DEN",45.77750015,-111.1529999,39.86169815,-104.6729965,"Southwest","#E6A137"
"RNO-SLC","DL",422,145445,"RNO","SLC",39.49909973,-119.7679977,40.785749,-111.979746,"Delta","#882537"
"ATL-RIC","WN",481,145243,"ATL","RIC",33.6367,-84.428101,37.50519943,-77.31970215,"Southwest","#E6A137"
"BDL-MCO","NK",1050,144787,"BDL","MCO",41.93851,-72.688066,28.42939949,-81.30899811,"Spirit","#FDEB03"
"EWR-LAS","B6",2227,144195,"EWR","LAS",40.692501,-74.168701,36.08010101,-115.1520004,"Jetblue","#303E71"
"HNL-ITO","WN",216,144071,"HNL","ITO",31.32062,-132.924228,29.721399,-130.048004,"Southwest","#E6A137"
"BNA-SAT","WN",822,144019,"BNA","SAT",36.12450027,-86.67819977,29.533701,-98.469803,"Southwest","#E6A137"
"SEA-SFO","OO",679,143724,"SEA","SFO",47.449001,-122.308998,37.61899948,-122.375,"Skywest","#37509A"
"BOS-MIA","DL",1258,143588,"BOS","MIA",42.3643,-71.005203,25.79319954,-80.29060364,"Delta","#882537"
"DAL-ECP","WN",674,143581,"DAL","ECP",32.847099,-96.851799,30.357106,-85.795414,"Southwest","#E6A137"
"AUS-SAN","WN",1164,143376,"AUS","SAN",30.197535,-97.662015,32.73360062,-117.1900024,"Southwest","#E6A137"
"DEN-IND","UA",977,143295,"DEN","IND",39.86169815,-104.6729965,39.7173,-86.294403,"United","#3782CC"
"MDW-SEA","WN",1733,143273,"MDW","SEA",41.785999,-87.752403,47.449001,-122.308998,"Southwest","#E6A137"
"IAD-RSW","UA",891,143226,"IAD","RSW",38.9445,-77.455803,26.53619957,-81.75520325,"United","#3782CC"
"BOI-OAK","WN",512,143108,"BOI","OAK",43.5644,-116.223,37.721298,-122.221001,"Southwest","#E6A137"
"ATL-RDU","WN",356,143015,"ATL","RDU",33.6367,-84.428101,35.87760162,-78.78749847,"Southwest","#E6A137"
"LAX-OAK","NK",337,142968,"LAX","OAK",33.942501,-118.407997,37.721298,-122.221001,"Spirit","#FDEB03"
"DEN-RDU","WN",1436,142899,"DEN","RDU",39.86169815,-104.6729965,35.87760162,-78.78749847,"Southwest","#E6A137"
"DCA-TPA","AA",814,142679,"DCA","TPA",38.8521,-77.037697,27.97550011,-82.53320313,"American","#C42D31"
"ORD-PBI","AA",1143,142607,"ORD","PBI",41.9786,-87.9048,26.68320084,-80.09559631,"American","#C42D31"
"ATL-DCA","WN",547,142244,"ATL","DCA",33.6367,-84.428101,38.8521,-77.037697,"Southwest","#E6A137"
"DEN-PIT","WN",1290,142228,"DEN","PIT",39.86169815,-104.6729965,40.49150085,-80.23290253,"Southwest","#E6A137"
"ELP-LAS","WN",583,142152,"ELP","LAS",31.80719948,-106.3779984,36.08010101,-115.1520004,"Southwest","#E6A137"
"FLL-PIT","NK",994,142131,"FLL","PIT",26.072599,-80.152702,40.49150085,-80.23290253,"Spirit","#FDEB03"
"EWR-IAH","NK",1400,141945,"EWR","IAH",40.692501,-74.168701,29.9843998,-95.34140015,"Spirit","#FDEB03"
"BNA-ORD","AA",409,141872,"BNA","ORD",36.12450027,-86.67819977,41.9786,-87.9048,"American","#C42D31"
"BNA-PNS","WN",391,141558,"BNA","PNS",36.12450027,-86.67819977,30.4734,-87.1866,"Southwest","#E6A137"
"CHS-JFK","B6",636,141104,"CHS","JFK",32.898602,-80.040497,40.639801,-73.7789,"Jetblue","#303E71"
"BWI-CVG","WN",430,140947,"BWI","CVG",39.1754,-76.668297,39.048801,-84.667801,"Southwest","#E6A137"
"ALB-MDW","WN",717,140865,"ALB","MDW",42.74829865,-73.80169678,41.785999,-87.752403,"Southwest","#E6A137"
"LAX-RDU","DL",2239,140798,"LAX","RDU",33.942501,-118.407997,35.87760162,-78.78749847,"Delta","#882537"
"HNL-SMF","HA",2462,140635,"HNL","SMF",31.32062,-132.924228,38.69540024,-121.5910034,"Hawaiian","#A1418E"
"BNA-EWR","UA",748,140557,"BNA","EWR",36.12450027,-86.67819977,40.692501,-74.168701,"United","#3782CC"
"PDX-SJC","WN",569,140467,"PDX","SJC",45.58869934,-122.5979996,37.362598,-121.929001,"Southwest","#E6A137"
"BWI-MIA","AA",946,140450,"BWI","MIA",39.1754,-76.668297,25.79319954,-80.29060364,"American","#C42D31"
"IAD-MDW","WN",577,140394,"IAD","MDW",38.9445,-77.455803,41.785999,-87.752403,"Southwest","#E6A137"
"BWI-ORD","UA",621,140321,"BWI","ORD",39.1754,-76.668297,41.9786,-87.9048,"United","#3782CC"
"OMA-PHX","AA",1037,140283,"OMA","PHX",41.3032,-95.894096,33.435302,-112.005905,"American","#C42D31"
"ATL-AVL","DL",164,140102,"ATL","AVL",33.6367,-84.428101,35.436199,-82.541801,"Delta","#882537"
"JFK-SFO","UA",2586,140101,"JFK","SFO",40.639801,-73.7789,37.61899948,-122.375,"United","#3782CC"
"DCA-ORD","UA",612,140051,"DCA","ORD",38.8521,-77.037697,41.9786,-87.9048,"United","#3782CC"
"GEG-PHX","AA",1020,139829,"GEG","PHX",47.6199,-117.533997,33.435302,-112.005905,"American","#C42D31"
"BNA-MSP","OO",695,139591,"BNA","MSP",36.12450027,-86.67819977,44.882,-93.221802,"Skywest","#37509A"
"DEN-IAD","WN",1452,139581,"DEN","IAD",39.86169815,-104.6729965,38.9445,-77.455803,"Southwest","#E6A137"
"LIH-SEA","AS",2701,139233,"LIH","SEA",31.976,-134.339005,47.449001,-122.308998,"Alaska","#202050"
"JFK-SAN","B6",2446,139096,"JFK","SAN",40.639801,-73.7789,32.73360062,-117.1900024,"Jetblue","#303E71"
"HOU-TUL","WN",453,138980,"HOU","TUL",29.645399,-95.2789,36.19839859,-95.88809967,"Southwest","#E6A137"
"PIT-TPA","WN",873,138940,"PIT","TPA",40.49150085,-80.23290253,27.97550011,-82.53320313,"Southwest","#E6A137"
"MCO-MIA","F9",192,138809,"MCO","MIA",28.42939949,-81.30899811,25.79319954,-80.29060364,"Frontier","#418369"
"DFW-EGE","AA",721,138622,"DFW","EGE",32.896801,-97.038002,39.64260101,-106.9179993,"American","#C42D31"
"KTN-SEA","AS",680,138447,"KTN","SEA",35.35559845,-116.7140045,47.449001,-122.308998,"Alaska","#202050"
"IDA-SLC","OO",188,138332,"IDA","SLC",43.514599,-112.070999,40.785749,-111.979746,"Skywest","#37509A"
"BUR-SFO","WN",326,138325,"BUR","SFO",34.197703,-118.356378,37.61899948,-122.375,"Southwest","#E6A137"
"COS-PHX","WN",551,138238,"COS","PHX",38.805801,-104.700996,33.435302,-112.005905,"Southwest","#E6A137"
"BOI-MSP","DL",1142,138182,"BOI","MSP",43.5644,-116.223,44.882,-93.221802,"Delta","#882537"
"BDL-MCO","WN",1050,138004,"BDL","MCO",41.93851,-72.688066,28.42939949,-81.30899811,"Southwest","#E6A137"
"BZN-SLC","OO",347,137753,"BZN","SLC",45.77750015,-111.1529999,40.785749,-111.979746,"Skywest","#37509A"
"BWI-MKE","WN",641,137388,"BWI","MKE",39.1754,-76.668297,42.94720078,-87.89659882,"Southwest","#E6A137"
"BIL-DEN","UA",455,137370,"BIL","DEN",45.807701,-108.542999,39.86169815,-104.6729965,"United","#3782CC"
"CVG-SLC","DL",1450,136848,"CVG","SLC",39.048801,-84.667801,40.785749,-111.979746,"Delta","#882537"
"HPN-MCO","B6",972,136803,"HPN","MCO",41.06700134,-73.70760345,28.42939949,-81.30899811,"Jetblue","#303E71"
"LIH-OGG","HA",201,136524,"LIH","OGG",31.976,-134.339005,30.898543,-131.431212,"Hawaiian","#A1418E"
"LAS-LAX","DL",236,136505,"LAS","LAX",36.08010101,-115.1520004,33.942501,-118.407997,"Delta","#882537"
"HNL-IAH","UA",3904,136488,"HNL","IAH",31.32062,-132.924228,29.9843998,-95.34140015,"United","#3782CC"
"BNA-SLC","DL",1404,136349,"BNA","SLC",36.12450027,-86.67819977,40.785749,-111.979746,"Delta","#882537"
"AUS-LAS","AA",1090,136238,"AUS","LAS",30.197535,-97.662015,36.08010101,-115.1520004,"American","#C42D31"
"HOU-LGA","WN",1428,136196,"HOU","LGA",29.645399,-95.2789,40.777199,-73.872597,"Southwest","#E6A137"
"DAL-SLC","WN",999,136147,"DAL","SLC",32.847099,-96.851799,40.785749,-111.979746,"Southwest","#E6A137"
"FLL-LAS","NK",2173,135684,"FLL","LAS",26.072599,-80.152702,36.08010101,-115.1520004,"Spirit","#FDEB03"
"DEN-GJT","OO",212,135475,"DEN","GJT",39.86169815,-104.6729965,39.126663,-108.529387,"Skywest","#37509A"
"CMH-MCO","NK",802,135442,"CMH","MCO",39.998001,-82.891899,28.42939949,-81.30899811,"Spirit","#FDEB03"
"DFW-VPS","AA",641,134873,"DFW","VPS",32.896801,-97.038002,30.4832,-86.525398,"American","#C42D31"
"CMH-FLL","NK",973,134726,"CMH","FLL",39.998001,-82.891899,26.072599,-80.152702,"Spirit","#FDEB03"
